Cognitive_Score,Language_Score,Motor_Skill,Social_Interaction,Attention_Level,Parental_Involvement,Teacher_Feedback,Learning_Duration,Overall_Learning_Outcome,Performance_Class
62.472407130841745,78.72569462357836,75.37798678544755,93.08624091221559,74.0729741150542,54.97032193561481,71.65525347596306,6.407513759792946,67.65722696668362,1
97.04285838459498,86.7842908174392,42.067045347361635,62.02883854555984,31.00244273244525,77.20720952613348,52.19347954055856,4.368010518571828,70.82144975497354,1
83.9196365086843,51.280413421512435,91.06761943483704,77.99282174688675,43.17473585903042,60.64001025906998,57.75272879316701,6.522708345072423,60.994100916379224,1
75.91950905182219,75.61681647445494,72.91813673484691,54.88386383780703,83.02595098594381,17.497232480061676,77.33798261451605,1.5145579376187266,67.5502670208599,1
49.36111842654619,72.16348890434367,41.0042718489868,70.40276620339506,64.65143902591149,26.702221310519985,90.10448237334352,2.3411577753209656,55.46835697439545,1
49.35967122017216,89.13397449123762,97.36366402368448,47.2460749936895,94.59767963402835,29.73953656278272,41.77750406718205,4.860739747524525,66.33368935920643,1
43.48501673009197,93.89565893128193,66.28558243347244,44.09272158283563,57.15635562560157,33.207782828036045,47.36614367768566,7.629618273268865,59.038048006938176,1
91.97056874649611,35.79019014603014,35.10289163101585,66.2583828935611,90.23592743604424,60.88630527554538,94.459151708993,1.5233049270524623,65.9910843126547,1
76.06690070459253,78.81129473882152,73.8783033090547,59.85037393471843,58.67165781086781,55.356920184285414,66.28094339275563,1.3015895130980502,63.95449281373494,1
82.48435466776273,38.369326942782386,47.723923490896716,66.36290953199848,98.4436209026489,28.284403452778804,34.316945370800084,2.09585472449499,60.35723072075627,1
41.23506965774815,70.67581323002813,86.25854163141116,42.93284650296184,96.98757860491575,16.079935911011837,73.09561111299061,5.488071902021096,59.707768931083365,1
98.19459112971967,53.696127387839084,87.24754514963334,49.35662654535962,49.68525291670602,25.428898402724627,99.26097244315037,3.7929504166917303,65.66779396496217,1
89.94655844802531,54.940478968939175,98.52631490982633,26.711836850312743,91.44427528126025,98.5943181356743,85.87628515763201,6.778866655923803,77.71109201962749,2
52.74034664069657,57.94230272440318,65.13086717171527,24.182109781776457,88.5708530661737,52.1692254812325,79.65929092411221,1.5035320603695608,57.516552640027676,1
50.909498032426036,75.38400918822467,61.8469815809416,40.2765703738413,40.80102979956721,88.06109542319012,36.643732341301536,2.3748986077029075,50.25629548119446,1
51.00427059120603,56.71324776847,82.74329238125364,25.939748746443662,71.82178005874522,86.3877220001959,90.09118277472058,3.1001848382542696,56.03155835586901,1
58.254534577572265,82.62543828836823,39.27294594393486,28.301976690779256,30.451173669236113,56.036760171658635,62.06310748284372,5.387110606821497,55.956485087135,1
71.48538589793426,61.29428006230153,68.2840859655187,85.03427243151496,87.75330404375961,73.6018937614489,91.14320176575644,5.796208832110831,70.54362520873218,1
65.91670111852694,39.44295802014731,68.23733200915956,23.109895761335146,38.09094126276224,27.347680937144105,46.386226353990345,1.8694230577464168,42.763783628161505,0
57.47374841188251,85.94438976146697,36.263118596727104,72.71542351477942,30.31110260393234,71.95570344342175,24.96408421083462,7.606632962942177,56.79386689296144,1
76.71117368334276,53.57429109852589,59.25888598548395,41.804619905232045,55.01643216541084,34.514612133696055,58.07807749277969,3.387308946331464,57.065352766029186,1
48.36963163912251,63.12984717395207,89.72993589970415,89.72365445665011,68.26916039497326,84.88558870787357,41.58700838543021,5.992181341001982,57.835334837481824,1
57.528678912113094,79.5538524094236,89.93075353962621,58.79938276619996,89.11877189198283,17.53517197980189,77.21834318210385,4.669454032633892,66.28912264909181,1
61.9817105976215,56.60965021466628,36.94663654437767,44.44611674622606,98.06818941413025,79.58248055967498,96.56852422848259,2.5593067948297463,63.1134406216515,1
67.36419905302216,38.678067649536516,36.350461792348156,61.411114855154764,57.96193844273977,18.99432159117576,75.27793209212511,6.923598261807878,53.54809413129707,1
87.11055768358082,59.304868055832884,48.38868339013547,50.55664152362151,29.533519223895265,89.30703132048781,90.95471437673628,6.72766619734351,64.84727683582332,1
51.98042692950158,96.38915787512973,91.23362437877955,65.14408517358642,81.1836684269403,37.37840663215033,56.24192108809651,3.7725029774168304,65.44311036158119,1
70.8540663048167,76.71273582440628,39.02318095514492,29.16262946610786,67.3879942167953,68.89540283475174,81.73125897562414,5.1202530998569875,68.08088989711217,1
75.54487413172255,78.64614466336846,80.39977618392123,99.75924022500409,58.591850863334734,53.875205075825185,87.44347493373627,2.8047798715515784,66.7391964348079,1
42.78702476319987,76.09833998644659,37.081593372917226,54.044470215737405,48.19516590941423,42.96728307361051,76.87005020668339,5.82896140122411,54.55090662466232,1
76.45269111408629,47.93448903236339,73.61964976234778,47.8584511765895,62.679889588265176,68.08976498651468,60.62218288556517,3.1631876883430197,56.52301634448534,1
50.23144742123749,62.19170116664821,54.92471093834014,76.8167878653012,50.40097033427732,95.27706824961142,70.06928876922944,6.908551140675645,57.12640766226639,1
43.90309557911677,83.81108689361568,85.22397740761069,49.1119525196266,81.77589008105201,13.714277263715967,76.04055965431043,2.5216957299409204,59.14393820232171,1
96.93313223519999,41.58923834095535,46.35833141777545,86.6619444023006,65.79202723694809,92.69675702947939,40.24675225771415,1.103623959729249,60.00159957368163,1
97.93792198447356,53.0604304458313,74.74412805729719,56.34165794883402,90.76358306155839,64.81734895189122,84.76634087319879,2.879556293775429,72.2368081544958,1
88.50384088698766,52.96074205028049,46.49777742031195,77.5646730612348,65.76579359870816,82.65828706921471,96.02596311738186,2.3373674052164066,64.83714301103909,1
58.27682615040224,63.08123029364289,79.95621981785077,28.596257315350925,42.86968100049475,44.548745809084984,57.21914521439488,4.55800507807447,52.3477872346089,1
45.86032684038303,98.72396816124203,91.15746241925241,87.68953484440894,88.83189116741084,52.46586773538524,76.0853746487902,2.4259230415960342,65.27069535356098,1
81.05398159072942,39.38766553444842,38.8761259388732,78.85743894224879,66.7914283697533,88.19656766210475,78.96207246322831,6.3423290950364635,63.54946617820225,1
66.40914962437608,68.71556463473868,90.66169820168525,36.93734227695725,40.5130778607671,47.336317282884075,72.97980380171842,2.6895944660280273,55.011636333555295,1
47.32229409068673,46.65870433079368,71.55026780900086,31.622880779662932,71.76308574671665,58.11936100741765,63.769208666290844,5.94877725938859,52.86179617940327,1
69.71061460667622,98.09397545163337,38.89773436069168,45.30338789804995,51.82875737068207,11.817543077589962,90.53183636598484,5.049296461096068,66.61423611725475,1
42.063311266913104,42.36472780728517,59.92792987517984,98.08564688255234,88.33042092190493,24.273820525423808,55.914136741511555,7.90374899530319,52.08556747139199,1
94.55922412472692,61.23406515350343,41.260220543956855,40.546525965364694,58.997480398490715,67.75178571773198,24.888236518928288,7.999306839064621,69.4895740335511,1
55.52679889600101,82.9625240142494,79.02435222065986,56.49017671573066,79.48310185805624,74.52792109574894,87.56451005697282,7.086682583221309,70.35728425480913,1
79.75133706123893,80.79603782178394,83.12076940925647,22.401618057386905,32.165215572717784,62.434084310604945,73.91850178532405,6.319883585091258,65.74387200787717,1
58.70266456536466,62.4773613981056,37.40575641909593,51.778202365298604,54.70182597267596,22.89790326480496,87.94069011997172,3.705194898004016,55.05031255085238,1
71.20408127066865,57.52407091692669,65.4297896886251,65.70560123464821,98.7431077354299,50.08648857200514,31.083795395575542,6.272937089919125,66.59997322517552,1
